Grasp No.,Physical?,RespondentID,StartDate,IP Address,Survey No.,Survey No. Cumulative,Yes/No Order,Rating Value,Successful?,Expirimental
31,0,2429502291,41293.58087,190.148.116.249,13,141,2,0,0,1
31,0,2429473557,41293.54927,186.162.11.7,13,141,2,1,0,1
31,0,2429437896,41293.48682,99.73.182.81,13,141,2,0.75,0,1
31,0,2429347442,41293.26902,108.15.202.52,13,141,2,0.25,0,1
31,0,2429334876,41293.24075,97.93.94.124,13,141,2,0.5,0,1
31,0,2429314456,41293.20302,75.148.160.117,13,141,2,0.5,0,1
28,0,2429595935,41293.68734,108.231.181.139,14,142,2,0.25,0,0
28,0,2429530741,41293.62052,72.145.0.47,14,142,2,0,0,0
28,0,2429521746,41293.61088,75.186.47.16,14,142,2,0,0,0
28,0,2429502291,41293.58087,190.148.116.249,14,142,2,0,0,0
28,0,2429473557,41293.54927,186.162.11.7,14,142,2,0.25,0,0
28,0,2429437896,41293.48682,99.73.182.81,14,142,2,0,0,0
28,0,2429347442,41293.26902,108.15.202.52,14,142,2,0.5,0,0
28,0,2429334876,41293.24075,97.93.94.124,14,142,2,0.25,0,0
28,0,2429314456,41293.20302,75.148.160.117,14,142,2,0.25,0,0
12,0,2429595935,41293.68734,108.231.181.139,15,143,2,0.5,1,0
12,0,2429530741,41293.62052,72.145.0.47,15,143,2,0.25,0,0
12,0,2429521746,41293.61088,75.186.47.16,15,143,2,0.5,0,0
12,0,2429502291,41293.58087,190.148.116.249,15,143,2,0.75,1,0
12,0,2429473557,41293.54927,186.162.11.7,15,143,2,0,0,0
12,0,2429437896,41293.48682,99.73.182.81,15,143,2,1,1,0
12,0,2429347442,41293.26902,108.15.202.52,15,143,2,1,1,0
12,0,2429334876,41293.24075,97.93.94.124,15,143,2,0.5,1,0
12,0,2429314456,41293.20302,75.148.160.117,15,143,2,0.5,0,0
65,0,2429595935,41293.68734,108.231.181.139,16,144,1,1,1,1
65,0,2429530741,41293.62052,72.145.0.47,16,144,1,1,1,1
65,0,2429521746,41293.61088,75.186.47.16,16,144,1,1,1,1
65,0,2429502291,41293.58087,190.148.116.249,16,144,1,1,1,1
65,0,2429473557,41293.54927,186.162.11.7,16,144,1,1,1,1
65,0,2429437896,41293.48682,99.73.182.81,16,144,1,1,1,1
65,0,2429347442,41293.26902,108.15.202.52,16,144,1,0.25,0,1
65,0,2429334876,41293.24075,97.93.94.124,16,144,1,1,1,1
65,0,2429314456,41293.20302,75.148.160.117,16,144,1,0.5,0,1
78,0,2429480054,41293.55875,108.244.230.90,19,115,1,0,0,0
78,0,2429351794,41293.28035,108.70.31.103,19,115,1,0.5,0,0
78,0,2429351570,41293.27971,108.15.202.52,19,115,1,0,0,0
78,0,2429335615,41293.2423,68.188.153.50,19,115,1,0.75,0,0
78,0,2429313914,41293.20203,74.98.170.46,19,115,1,0,0,0
78,0,2429306833,41293.19086,72.187.43.210,19,115,1,0.25,0,0
78,0,2429288536,41293.16325,98.224.55.167,19,115,1,0,0,0
78,0,2429286224,41293.15984,166.137.122.242,19,115,1,0,0,0
78,0,2429283011,41293.15543,98.154.123.36,19,115,1,0.25,0,0
68,0,2429497581,41293.58176,96.39.123.248,25,121,2,0,0,0
68,0,2429480054,41293.55875,108.244.230.90,25,121,2,0,0,0
68,0,2429351794,41293.28035,108.70.31.103,25,121,2,0,0,0
68,0,2429351570,41293.27971,108.15.202.52,25,121,2,0.25,0,0
68,0,2429335615,41293.2423,68.188.153.50,25,121,2,0,0,0
68,0,2429313914,41293.20203,74.98.170.46,25,121,2,0,0,0
68,0,2429306833,41293.19086,72.187.43.210,25,121,2,0.25,0,0
68,0,2429288536,41293.16325,98.224.55.167,25,121,2,0,0,0
68,0,2429286224,41293.15984,166.137.122.242,25,121,2,0,0,0
27,0,2429595935,41293.68734,108.231.181.139,19,147,2,0.5,1,1
27,0,2429530741,41293.62052,72.145.0.47,19,147,2,0.5,0,1
27,0,2429521746,41293.61088,75.186.47.16,19,147,2,1,1,1
27,0,2429502291,41293.58087,190.148.116.249,19,147,2,0.75,1,1
27,0,2429473557,41293.54927,186.162.11.7,19,147,2,0.5,1,1
27,0,2429437896,41293.48682,99.73.182.81,19,147,2,0.25,0,1
27,0,2429347442,41293.26902,108.15.202.52,19,147,2,0.25,0,1
27,0,2429334876,41293.24075,97.93.94.124,19,147,2,0.75,1,1
27,0,2429314456,41293.20302,75.148.160.117,19,147,2,0.75,1,1
42,0,2429595935,41293.68734,108.231.181.139,20,148,1,1,1,0.5
42,0,2429530741,41293.62052,72.145.0.47,20,148,1,0.75,1,0.5
42,0,2429521746,41293.61088,75.186.47.16,20,148,1,1,1,0.5
42,0,2429502291,41293.58087,190.148.116.249,20,148,1,0.5,0,0.5
42,0,2429473557,41293.54927,186.162.11.7,20,148,1,1,0,0.5
42,0,2429437896,41293.48682,99.73.182.81,20,148,1,0.75,1,0.5
42,0,2429347442,41293.26902,108.15.202.52,20,148,1,0.5,1,0.5
42,0,2429334876,41293.24075,97.93.94.124,20,148,1,1,1,0.5
42,0,2429314456,41293.20302,75.148.160.117,20,148,1,0.5,0,0.5
68,0,2429283011,41293.15543,98.154.123.36,25,121,2,0.25,0,0
8,0,2429497581,41293.58176,96.39.123.248,28,124,2,0.25,0,0
8,0,2429480054,41293.55875,108.244.230.90,28,124,2,0.25,0,0
8,0,2429351794,41293.28035,108.70.31.103,28,124,2,0.5,0,0
8,0,2429351570,41293.27971,108.15.202.52,28,124,2,0,0,0
8,0,2429335615,41293.2423,68.188.153.50,28,124,2,0.5,0,0
8,0,2429313914,41293.20203,74.98.170.46,28,124,2,0,0,0
8,0,2429306833,41293.19086,72.187.43.210,28,124,2,0.75,0,0
8,0,2429288536,41293.16325,98.224.55.167,28,124,2,0.25,0,0
43,0,2429595935,41293.68734,108.231.181.139,22,150,2,0.75,1,0.63
43,0,2429530741,41293.62052,72.145.0.47,22,150,2,0.5,0,0.63
43,0,2429521746,41293.61088,75.186.47.16,22,150,2,0.25,0,0.63
43,0,2429502291,41293.58087,190.148.116.249,22,150,2,0.25,0,0.63
43,0,2429473557,41293.54927,186.162.11.7,22,150,2,0.25,0,0.63
43,0,2429437896,41293.48682,99.73.182.81,22,150,2,0.75,1,0.63
43,0,2429347442,41293.26902,108.15.202.52,22,150,2,0.75,1,0.63
43,0,2429334876,41293.24075,97.93.94.124,22,150,2,0.25,0,0.63
43,0,2429314456,41293.20302,75.148.160.117,22,150,2,0.75,1,0.63
87,0,2429595935,41293.68734,108.231.181.139,23,151,2,0.5,0,1
87,0,2429530741,41293.62052,72.145.0.47,23,151,2,0.25,0,1
87,0,2429521746,41293.61088,75.186.47.16,23,151,2,0.5,1,1
87,0,2429502291,41293.58087,190.148.116.249,23,151,2,0.25,0,1
87,0,2429473557,41293.54927,186.162.11.7,23,151,2,0.25,0,1
87,0,2429437896,41293.48682,99.73.182.81,23,151,2,0.25,0,1
87,0,2429347442,41293.26902,108.15.202.52,23,151,2,1,1,1
87,0,2429334876,41293.24075,97.93.94.124,23,151,2,0.5,1,1
87,0,2429314456,41293.20302,75.148.160.117,23,151,2,0.5,0,1
7,0,2429595935,41293.68734,108.231.181.139,24,152,2,0.75,1,0.63
7,0,2429530741,41293.62052,72.145.0.47,24,152,2,0.75,1,0.63
7,0,2429521746,41293.61088,75.186.47.16,24,152,2,1,1,0.63
7,0,2429502291,41293.58087,190.148.116.249,24,152,2,0.75,1,0.63
7,0,2429473557,41293.54927,186.162.11.7,24,152,2,1,0,0.63
7,0,2429437896,41293.48682,99.73.182.81,24,152,2,0,0,0.63
7,0,2429347442,41293.26902,108.15.202.52,24,152,2,1,1,0.63
7,0,2429334876,41293.24075,97.93.94.124,24,152,2,0.5,0,0.63
7,0,2429314456,41293.20302,75.148.160.117,24,152,2,0.5,0,0.63
4,0,2429595935,41293.68734,108.231.181.139,25,153,1,0.75,1,1
4,0,2429530741,41293.62052,72.145.0.47,25,153,1,0.75,1,1
4,0,2429521746,41293.61088,75.186.47.16,25,153,1,1,1,1
4,0,2429502291,41293.58087,190.148.116.249,25,153,1,0.5,1,1
4,0,2429473557,41293.54927,186.162.11.7,25,153,1,1,1,1
4,0,2429437896,41293.48682,99.73.182.81,25,153,1,0.5,0,1
4,0,2429347442,41293.26902,108.15.202.52,25,153,1,0.25,0,1
4,0,2429334876,41293.24075,97.93.94.124,25,153,1,0.75,1,1
4,0,2429314456,41293.20302,75.148.160.117,25,153,1,0.5,0,1
32,0,2429595935,41293.68734,108.231.181.139,26,154,2,0.75,1,1
32,0,2429530741,41293.62052,72.145.0.47,26,154,2,0.5,0,1
32,0,2429521746,41293.61088,75.186.47.16,26,154,2,0.75,0,1
32,0,2429502291,41293.58087,190.148.116.249,26,154,2,0,0,1
32,0,2429473557,41293.54927,186.162.11.7,26,154,2,0.25,0,1
32,0,2429437896,41293.48682,99.73.182.81,26,154,2,0.5,0,1
32,0,2429347442,41293.26902,108.15.202.52,26,154,2,0,0,1
32,0,2429334876,41293.24075,97.93.94.124,26,154,2,0.75,1,1
32,0,2429314456,41293.20302,75.148.160.117,26,154,2,0.25,0,1
25,0,2429595935,41293.68734,108.231.181.139,27,155,1,0.5,1,0.13
25,0,2429530741,41293.62052,72.145.0.47,27,155,1,0.5,0,0.13
25,0,2429521746,41293.61088,75.186.47.16,27,155,1,0.75,1,0.13
25,0,2429502291,41293.58087,190.148.116.249,27,155,1,0.75,1,0.13
25,0,2429473557,41293.54927,186.162.11.7,27,155,1,0.25,0,0.13
25,0,2429437896,41293.48682,99.73.182.81,27,155,1,0.5,0,0.13
25,0,2429347442,41293.26902,108.15.202.52,27,155,1,0.5,0,0.13
25,0,2429334876,41293.24075,97.93.94.124,27,155,1,0.75,1,0.13
25,0,2429314456,41293.20302,75.148.160.117,27,155,1,0.5,0,0.13
16,0,2429595935,41293.68734,108.231.181.139,28,156,2,0.5,1,1
16,0,2429530741,41293.62052,72.145.0.47,28,156,2,0,0,1
16,0,2429521746,41293.61088,75.186.47.16,28,156,2,0.25,0,1
16,0,2429502291,41293.58087,190.148.116.249,28,156,2,0.75,1,1
16,0,2429473557,41293.54927,186.162.11.7,28,156,2,0,0,1
16,0,2429437896,41293.48682,99.73.182.81,28,156,2,0.75,1,1
16,0,2429347442,41293.26902,108.15.202.52,28,156,2,0,0,1
16,0,2429334876,41293.24075,97.93.94.124,28,156,2,0.5,0,1
16,0,2429314456,41293.20302,75.148.160.117,28,156,2,0.5,0,1
26,0,2429595935,41293.68734,108.231.181.139,29,157,1,0.75,1,0
26,0,2429530741,41293.62052,72.145.0.47,29,157,1,0.25,0,0
26,0,2429521746,41293.61088,75.186.47.16,29,157,1,0.25,0,0
26,0,2429502291,41293.58087,190.148.116.249,29,157,1,0.75,1,0
26,0,2429473557,41293.54927,186.162.11.7,29,157,1,0.25,0,0
26,0,2429437896,41293.48682,99.73.182.81,29,157,1,0.5,0,0
26,0,2429347442,41293.26902,108.15.202.52,29,157,1,0.75,1,0
26,0,2429334876,41293.24075,97.93.94.124,29,157,1,0.75,1,0
26,0,2429314456,41293.20302,75.148.160.117,29,157,1,0.75,0,0
82,0,2429595935,41293.68734,108.231.181.139,30,158,2,0.75,1,1
82,0,2429530741,41293.62052,72.145.0.47,30,158,2,0.5,0,1
82,0,2429521746,41293.61088,75.186.47.16,30,158,2,1,1,1
82,0,2429502291,41293.58087,190.148.116.249,30,158,2,0.75,1,1
82,0,2429473557,41293.54927,186.162.11.7,30,158,2,0.5,1,1
82,0,2429437896,41293.48682,99.73.182.81,30,158,2,0.5,1,1
82,0,2429347442,41293.26902,108.15.202.52,30,158,2,1,1,1
82,0,2429334876,41293.24075,97.93.94.124,30,158,2,0.75,1,1
82,0,2429314456,41293.20302,75.148.160.117,30,158,2,0.75,0,1
33,0,2429595935,41293.68734,108.231.181.139,31,159,1,0.75,1,0.75
33,0,2429530741,41293.62052,72.145.0.47,31,159,1,0.75,1,0.75
33,0,2429521746,41293.61088,75.186.47.16,31,159,1,1,1,0.75
33,0,2429502291,41293.58087,190.148.116.249,31,159,1,0.25,0,0.75
33,0,2429473557,41293.54927,186.162.11.7,31,159,1,0.5,0,0.75
33,0,2429437896,41293.48682,99.73.182.81,31,159,1,1,1,0.75
33,0,2429347442,41293.26902,108.15.202.52,31,159,1,0,0,0.75
33,0,2429334876,41293.24075,97.93.94.124,31,159,1,0.25,0,0.75
33,0,2429314456,41293.20302,75.148.160.117,31,159,1,0.5,1,0.75
71,0,2429595935,41293.68734,108.231.181.139,32,160,1,0,0,0.25
71,0,2429530741,41293.62052,72.145.0.47,32,160,1,0.5,1,0.25
71,0,2429521746,41293.61088,75.186.47.16,32,160,1,0,0,0.25
71,0,2429502291,41293.58087,190.148.116.249,32,160,1,0.25,0,0.25
71,0,2429473557,41293.54927,186.162.11.7,32,160,1,0.75,0,0.25
71,0,2429437896,41293.48682,99.73.182.81,32,160,1,0.5,0,0.25
71,0,2429347442,41293.26902,108.15.202.52,32,160,1,0.25,0,0.25
71,0,2429334876,41293.24075,97.93.94.124,32,160,1,0.5,1,0.25
71,0,2429314456,41293.20302,75.148.160.117,32,160,1,0,0,0.25
14,0,2430125084,41294.54715,76.217.239.32,1,161,1,0.5,0,1
14,0,2430050369,41294.38642,98.246.222.236,1,161,1,0.5,0,1
14,0,2429858031,41293.98115,96.32.131.175,1,161,1,0.5,0,1
14,0,2429805040,41293.91462,184.35.93.49,1,161,1,0.75,1,1
14,0,2429733212,41293.82844,71.255.71.143,1,161,1,1,1,1
14,0,2429599578,41293.69088,76.127.73.168,1,161,1,0.25,1,1
14,0,2429595795,41293.68655,76.127.73.168,1,161,1,0.5,0,1
14,0,2429516574,41293.60477,75.186.47.16,1,161,1,0.75,1,1
14,0,2429483138,41293.56294,108.244.230.90,1,161,1,0.75,1,1
5,0,2430125084,41294.54715,76.217.239.32,2,162,1,1,1,0
5,0,2430050369,41294.38642,98.246.222.236,2,162,1,0.75,0,0
5,0,2429858031,41293.98115,96.32.131.175,2,162,1,0.75,1,0
5,0,2429805040,41293.91462,184.35.93.49,2,162,1,0.5,0,0
5,0,2429733212,41293.82844,71.255.71.143,2,162,1,0.5,0,0
5,0,2429599578,41293.69088,76.127.73.168,2,162,1,0.5,1,0
5,0,2429595795,41293.68655,76.127.73.168,2,162,1,1,1,0
5,0,2429516574,41293.60477,75.186.47.16,2,162,1,0.75,1,0
5,0,2429483138,41293.56294,108.244.230.90,2,162,1,0.5,0,0
6,0,2430125084,41294.54715,76.217.239.32,3,163,1,1,1,0.63
6,0,2430050369,41294.38642,98.246.222.236,3,163,1,0.25,0,0.63
6,0,2429858031,41293.98115,96.32.131.175,3,163,1,0.75,1,0.63
6,0,2429805040,41293.91462,184.35.93.49,3,163,1,0.5,0,0.63
6,0,2429733212,41293.82844,71.255.71.143,3,163,1,1,1,0.63
6,0,2429599578,41293.69088,76.127.73.168,3,163,1,0.75,1,0.63
6,0,2429595795,41293.68655,76.127.73.168,3,163,1,1,1,0.63
6,0,2429516574,41293.60477,75.186.47.16,3,163,1,0.5,1,0.63
6,0,2429483138,41293.56294,108.244.230.90,3,163,1,0.5,0,0.63
43,0,2430125084,41294.54715,76.217.239.32,4,164,2,0.5,0,0.63
43,0,2430050369,41294.38642,98.246.222.236,4,164,2,0.5,0,0.63
43,0,2429858031,41293.98115,96.32.131.175,4,164,2,0.25,0,0.63
43,0,2429805040,41293.91462,184.35.93.49,4,164,2,0.5,0,0.63
43,0,2429733212,41293.82844,71.255.71.143,4,164,2,0,0,0.63
43,0,2429599578,41293.69088,76.127.73.168,4,164,2,0.25,1,0.63
43,0,2429595795,41293.68655,76.127.73.168,4,164,2,0.5,0,0.63
43,0,2429516574,41293.60477,75.186.47.16,4,164,2,0,0,0.63
43,0,2429483138,41293.56294,108.244.230.90,4,164,2,1,1,0.63
87,0,2430125084,41294.54715,76.217.239.32,5,165,2,0.5,0,1
87,0,2430050369,41294.38642,98.246.222.236,5,165,2,0.75,1,1
87,0,2429858031,41293.98115,96.32.131.175,5,165,2,0.5,1,1
87,0,2429805040,41293.91462,184.35.93.49,5,165,2,0.75,0,1
87,0,2429733212,41293.82844,71.255.71.143,5,165,2,0.5,0,1
87,0,2429599578,41293.69088,76.127.73.168,5,165,2,0.75,1,1
87,0,2429595795,41293.68655,76.127.73.168,5,165,2,0.75,1,1
87,0,2429516574,41293.60477,75.186.47.16,5,165,2,1,1,1
87,0,2429483138,41293.56294,108.244.230.90,5,165,2,0.75,1,1
24,0,2430125084,41294.54715,76.217.239.32,6,166,2,1,1,0
24,0,2430050369,41294.38642,98.246.222.236,6,166,2,0.75,1,0
24,0,2429858031,41293.98115,96.32.131.175,6,166,2,0.75,0,0
24,0,2429805040,41293.91462,184.35.93.49,6,166,2,0.75,1,0
24,0,2429733212,41293.82844,71.255.71.143,6,166,2,0.75,0,0
24,0,2429599578,41293.69088,76.127.73.168,6,166,2,0.25,0,0
24,0,2429595795,41293.68655,76.127.73.168,6,166,2,0.5,0,0
24,0,2429516574,41293.60477,75.186.47.16,6,166,2,1,1,0
24,0,2429483138,41293.56294,108.244.230.90,6,166,2,0.75,1,0
23,0,2430125084,41294.54715,76.217.239.32,7,167,1,0.75,0,1
23,0,2430050369,41294.38642,98.246.222.236,7,167,1,0.75,1,1
23,0,2429858031,41293.98115,96.32.131.175,7,167,1,0.75,0,1
23,0,2429805040,41293.91462,184.35.93.49,7,167,1,0.75,1,1
23,0,2429733212,41293.82844,71.255.71.143,7,167,1,0,0,1
23,0,2429599578,41293.69088,76.127.73.168,7,167,1,0.5,1,1
23,0,2429595795,41293.68655,76.127.73.168,7,167,1,0.5,0,1
23,0,2429516574,41293.60477,75.186.47.16,7,167,1,1,1,1
23,0,2429483138,41293.56294,108.244.230.90,7,167,1,1,1,1
26,0,2430125084,41294.54715,76.217.239.32,8,168,2,0.5,0,0
26,0,2430050369,41294.38642,98.246.222.236,8,168,2,0.75,1,0
26,0,2429858031,41293.98115,96.32.131.175,8,168,2,0.5,0,0
26,0,2429805040,41293.91462,184.35.93.49,8,168,2,0.75,1,0
26,0,2429733212,41293.82844,71.255.71.143,8,168,2,0.75,1,0
26,0,2429599578,41293.69088,76.127.73.168,8,168,2,0.25,0,0
26,0,2429595795,41293.68655,76.127.73.168,8,168,2,0.75,0,0
26,0,2429516574,41293.60477,75.186.47.16,8,168,2,0.5,0,0
26,0,2429483138,41293.56294,108.244.230.90,8,168,2,0.75,1,0
8,0,2429286224,41293.15984,166.137.122.242,28,124,2,0.25,0,0
8,0,2429283011,41293.15543,98.154.123.36,28,124,2,0.25,0,0
88,0,2429595935,41293.68734,108.231.181.139,6,134,2,0.25,0,0
88,0,2429530741,41293.62052,72.145.0.47,6,134,2,0,0,0
88,0,2429521746,41293.61088,75.186.47.16,6,134,2,0.25,0,0
88,0,2429502291,41293.58087,190.148.116.249,6,134,2,0,0,0
88,0,2429473557,41293.54927,186.162.11.7,6,134,2,0.75,0,0
88,0,2429437896,41293.48682,99.73.182.81,6,134,2,0,0,0
88,0,2429347442,41293.26902,108.15.202.52,6,134,2,0.75,1,0
53,0,2430125084,41294.54715,76.217.239.32,10,170,2,1,1,0.88
53,0,2430050369,41294.38642,98.246.222.236,10,170,2,0.75,1,0.88
53,0,2429858031,41293.98115,96.32.131.175,10,170,2,0.5,0,0.88
53,0,2429805040,41293.91462,184.35.93.49,10,170,2,0.75,1,0.88
53,0,2429733212,41293.82844,71.255.71.143,10,170,2,0.5,0,0.88
53,0,2429599578,41293.69088,76.127.73.168,10,170,2,0.75,1,0.88
53,0,2429595795,41293.68655,76.127.73.168,10,170,2,0.25,0,0.88
53,0,2429516574,41293.60477,75.186.47.16,10,170,2,1,1,0.88
53,0,2429483138,41293.56294,108.244.230.90,10,170,2,1,1,0.88
25,0,2430125084,41294.54715,76.217.239.32,11,171,1,0.5,0,0.13
25,0,2430050369,41294.38642,98.246.222.236,11,171,1,0.5,0,0.13
25,0,2429858031,41293.98115,96.32.131.175,11,171,1,0.5,0,0.13
25,0,2429805040,41293.91462,184.35.93.49,11,171,1,0.75,0,0.13
25,0,2429733212,41293.82844,71.255.71.143,11,171,1,0.25,0,0.13
25,0,2429599578,41293.69088,76.127.73.168,11,171,1,0.25,0,0.13
25,0,2429595795,41293.68655,76.127.73.168,11,171,1,0.5,0,0.13
25,0,2429516574,41293.60477,75.186.47.16,11,171,1,1,1,0.13
25,0,2429483138,41293.56294,108.244.230.90,11,171,1,0.25,0,0.13
23,0,2430125084,41294.54715,76.217.239.32,12,172,2,0.75,1,1
23,0,2430050369,41294.38642,98.246.222.236,12,172,2,1,1,1
23,0,2429858031,41293.98115,96.32.131.175,12,172,2,0.75,1,1
23,0,2429805040,41293.91462,184.35.93.49,12,172,2,0.75,1,1
23,0,2429733212,41293.82844,71.255.71.143,12,172,2,0.75,0,1
23,0,2429599578,41293.69088,76.127.73.168,12,172,2,1,1,1
23,0,2429595795,41293.68655,76.127.73.168,12,172,2,0.5,1,1
23,0,2429516574,41293.60477,75.186.47.16,12,172,2,1,1,1
23,0,2429483138,41293.56294,108.244.230.90,12,172,2,1,1,1
72,0,2430125084,41294.54715,76.217.239.32,13,173,2,0.5,0,1
72,0,2430050369,41294.38642,98.246.222.236,13,173,2,0.75,0,1
72,0,2429858031,41293.98115,96.32.131.175,13,173,2,0.5,0,1
72,0,2429805040,41293.91462,184.35.93.49,13,173,2,0.75,1,1
72,0,2429733212,41293.82844,71.255.71.143,13,173,2,0.25,0,1
72,0,2429599578,41293.69088,76.127.73.168,13,173,2,0,0,1
72,0,2429595795,41293.68655,76.127.73.168,13,173,2,0.25,0,1
72,0,2429516574,41293.60477,75.186.47.16,13,173,2,0.75,0,1
72,0,2429483138,41293.56294,108.244.230.90,13,173,2,0.75,1,1
22,0,2430125084,41294.54715,76.217.239.32,14,174,2,1,1,1
22,0,2430050369,41294.38642,98.246.222.236,14,174,2,1,1,1
22,0,2429858031,41293.98115,96.32.131.175,14,174,2,0.75,1,1
22,0,2429805040,41293.91462,184.35.93.49,14,174,2,0.75,1,1
22,0,2429733212,41293.82844,71.255.71.143,14,174,2,1,1,1
22,0,2429599578,41293.69088,76.127.73.168,14,174,2,0.75,1,1
22,0,2429595795,41293.68655,76.127.73.168,14,174,2,0.5,1,1
22,0,2429516574,41293.60477,75.186.47.16,14,174,2,1,1,1
22,0,2429483138,41293.56294,108.244.230.90,14,174,2,1,1,1
31,0,2430125084,41294.54715,76.217.239.32,15,175,1,0.5,0,1
31,0,2430050369,41294.38642,98.246.222.236,15,175,1,1,0,1
31,0,2429858031,41293.98115,96.32.131.175,15,175,1,0.75,0,1
31,0,2429805040,41293.91462,184.35.93.49,15,175,1,0.75,0,1
31,0,2429733212,41293.82844,71.255.71.143,15,175,1,0.25,0,1
31,0,2429599578,41293.69088,76.127.73.168,15,175,1,0.5,0,1
31,0,2429595795,41293.68655,76.127.73.168,15,175,1,0.5,1,1
31,0,2429516574,41293.60477,75.186.47.16,15,175,1,1,0,1
31,0,2429483138,41293.56294,108.244.230.90,15,175,1,1,1,1
11,0,2430125084,41294.54715,76.217.239.32,16,176,2,0.5,0,0
11,0,2430050369,41294.38642,98.246.222.236,16,176,2,0.75,0,0
11,0,2429858031,41293.98115,96.32.131.175,16,176,2,0.5,0,0
11,0,2429805040,41293.91462,184.35.93.49,16,176,2,0.75,1,0
11,0,2429733212,41293.82844,71.255.71.143,16,176,2,0.25,0,0
11,0,2429599578,41293.69088,76.127.73.168,16,176,2,0.25,0,0
11,0,2429595795,41293.68655,76.127.73.168,16,176,2,0.25,0,0
11,0,2429516574,41293.60477,75.186.47.16,16,176,2,0.25,0,0
11,0,2429483138,41293.56294,108.244.230.90,16,176,2,0.75,1,0
67,0,2430125084,41294.54715,76.217.239.32,17,177,2,0.5,0,0.5
67,0,2430050369,41294.38642,98.246.222.236,17,177,2,0.75,1,0.5
67,0,2429858031,41293.98115,96.32.131.175,17,177,2,0.5,0,0.5
67,0,2429805040,41293.91462,184.35.93.49,17,177,2,0.75,1,0.5
67,0,2429733212,41293.82844,71.255.71.143,17,177,2,0.25,0,0.5
67,0,2429599578,41293.69088,76.127.73.168,17,177,2,1,1,0.5
67,0,2429595795,41293.68655,76.127.73.168,17,177,2,0.5,0,0.5
67,0,2429516574,41293.60477,75.186.47.16,17,177,2,0.5,0,0.5
67,0,2429483138,41293.56294,108.244.230.90,17,177,2,1,1,0.5
32,0,2430125084,41294.54715,76.217.239.32,18,178,1,0.5,0,1
32,0,2430050369,41294.38642,98.246.222.236,18,178,1,0.75,0,1
32,0,2429858031,41293.98115,96.32.131.175,18,178,1,0.25,0,1
32,0,2429805040,41293.91462,184.35.93.49,18,178,1,0.75,0,1
32,0,2429733212,41293.82844,71.255.71.143,18,178,1,0.25,0,1
32,0,2429599578,41293.69088,76.127.73.168,18,178,1,0.5,0,1
32,0,2429595795,41293.68655,76.127.73.168,18,178,1,0.25,0,1
32,0,2429516574,41293.60477,75.186.47.16,18,178,1,0.5,0,1
32,0,2429483138,41293.56294,108.244.230.90,18,178,1,1,1,1
46,0,2430125084,41294.54715,76.217.239.32,19,179,1,0.25,0,0
46,0,2430050369,41294.38642,98.246.222.236,19,179,1,0.25,0,0
46,0,2429858031,41293.98115,96.32.131.175,19,179,1,0.25,0,0
46,0,2429805040,41293.91462,184.35.93.49,19,179,1,0.5,0,0
46,0,2429733212,41293.82844,71.255.71.143,19,179,1,0.25,0,0
46,0,2429599578,41293.69088,76.127.73.168,19,179,1,0.5,0,0
46,0,2429595795,41293.68655,76.127.73.168,19,179,1,0.5,1,0
46,0,2429516574,41293.60477,75.186.47.16,19,179,1,0,0,0
46,0,2429483138,41293.56294,108.244.230.90,19,179,1,1,1,0
28,0,2430125084,41294.54715,76.217.239.32,20,180,2,0,0,0
28,0,2430050369,41294.38642,98.246.222.236,20,180,2,0,0,0
28,0,2429858031,41293.98115,96.32.131.175,20,180,2,0,0,0
28,0,2429805040,41293.91462,184.35.93.49,20,180,2,0,0,0
28,0,2429733212,41293.82844,71.255.71.143,20,180,2,0,0,0
28,0,2429599578,41293.69088,76.127.73.168,20,180,2,0,0,0
28,0,2429595795,41293.68655,76.127.73.168,20,180,2,0,1,0
28,0,2429516574,41293.60477,75.186.47.16,20,180,2,0,0,0
28,0,2429483138,41293.56294,108.244.230.90,20,180,2,0,0,0
12,0,2430125084,41294.54715,76.217.239.32,21,181,1,0.5,0,0
12,0,2430050369,41294.38642,98.246.222.236,21,181,1,0.75,1,0
12,0,2429858031,41293.98115,96.32.131.175,21,181,1,0.5,0,0
12,0,2429805040,41293.91462,184.35.93.49,21,181,1,0.75,1,0
12,0,2429733212,41293.82844,71.255.71.143,21,181,1,0.5,0,0
12,0,2429599578,41293.69088,76.127.73.168,21,181,1,0.75,0,0
12,0,2429595795,41293.68655,76.127.73.168,21,181,1,0.5,0,0
12,0,2429516574,41293.60477,75.186.47.16,21,181,1,0.75,1,0
12,0,2429483138,41293.56294,108.244.230.90,21,181,1,1,1,0
81,0,2430125084,41294.54715,76.217.239.32,22,182,2,1,1,1
81,0,2430050369,41294.38642,98.246.222.236,22,182,2,1,1,1
81,0,2429858031,41293.98115,96.32.131.175,22,182,2,0.75,1,1
81,0,2429805040,41293.91462,184.35.93.49,22,182,2,1,1,1
81,0,2429733212,41293.82844,71.255.71.143,22,182,2,1,1,1
81,0,2429599578,41293.69088,76.127.73.168,22,182,2,0.5,1,1
81,0,2429595795,41293.68655,76.127.73.168,22,182,2,0,1,1
81,0,2429516574,41293.60477,75.186.47.16,22,182,2,1,1,1
81,0,2429483138,41293.56294,108.244.230.90,22,182,2,1,1,1
88,0,2429334876,41293.24075,97.93.94.124,6,134,2,0.75,1,0
88,0,2429314456,41293.20302,75.148.160.117,6,134,2,0.25,0,0
